Infinity,1,Infinity,0,Infinity,1,Infinity
53.7315,14,752.241,0,50.75812,14,710.6137
53.7452,14,752.4328,0,52.96849,14,741.5588
53.46114,15,801.9171,0,49.21819,15,738.2728
54.96931,13,714.601,0,47.81512,15,717.2268
55.45684,13,720.9389,0,49.30933,14,690.3306
55.20665,14,772.8931,0,52.47092,12,629.6511
56.03485,12,672.4182,0,52.46785,12,629.6141
54.611,12,655.332,0,51.99189,12,623.9027
55.31636,13,719.1127,0,53.873,13,700.3491
55.249,12,662.988,0,53.60074,13,696.8096
56.27863,11,619.0649,0,52.95461,13,688.4099
55.75951,12,669.1141,0,51.68457,13,671.8994
55.75951,12,669.1141,0,52.60851,12,631.3021
56.87316,11,625.6047,0,52.38833,12,628.6599
55.9526,11,615.4786,0,52.79711,13,686.3624
55.9526,11,615.4786,0,53.30816,13,693.0061
55.9526,11,615.4786,0,50.30249,13,653.9324
55.45897,12,665.5076,0,50.7949,14,711.1286
55.45897,12,665.5076,0,51.34069,14,718.7697
56.13145,11,617.446,0,51.65389,14,723.1544
56.67767,12,680.132,0,51.582,15,773.73
56.93916,11,626.3307,0,50.61832,14,708.6565
56.94752,10,569.4752,0,57.6857,11,634.5427
56.6925,11,623.6175,0,55.30857,11,608.3943
56.6925,11,623.6175,0,55.63448,11,611.9793
56.6925,11,623.6175,0,54.7679,11,602.4469
56.41239,12,676.9487,0,53.64159,10,536.4159
56.41239,12,676.9487,0,54.49224,10,544.9224
56.41239,12,676.9487,0,54.92467,10,549.2467
56.56162,12,678.7394,0,54.25582,11,596.814
56.56162,12,678.7394,0,54.58174,11,600.3991

